ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address (Unit #),Registered Address (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,PIC 1 Source,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,PIC 2 Source,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,PIC 3 Source,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,"13,01,2026",RADIANCE TOUCH,RADIANCE TOUCH,,TeleSales,Hazim,Offline Sources,Web Scrapping,21-02-2023,53463341B,96022,0,,,,,Startbud,https://www.facebook.com/radiancetouchsg/,https://instagram.com/radiancetouchsg,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,371 BEACH ROAD,,,371 BEACH ROAD CITY GATE B1-51 Singapore 199597,51,199597,,,,,65 8488 2662,contact@radiancetouch.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAILZ PLAY,NAILZ PLAY,,TeleSales,Hazim,Offline Sources,Web Scrapping,21-02-2024,53481335J,96023,96029,,,,,Startbud,https://www.facebook.com/nailsplay555/,https://www.instagram.com/nailsplay555/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,555 ANG MO KIO AVENUE 10,,,555 ANG MO KIO AVENUE 10 CHENG SAN PLACE 01-1952 Singapore 560555,1952,560555,,,,,65 6455 0828,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",HX CREATIONS PTE. LTD.,HX CREATIONS,,TeleSales,Hazim,Offline Sources,Web Scrapping,15-01-2024,202402250H,96024,62021,,,,https://www.mycareersfuture.gov.sg/job/personal-care/foot-reflexologist-hx-creations-959031cd32b9ddfc1865282990945a21,Startbud,https://www.facebook.com/yunnantcm2/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,808 FRENCH ROAD,,,808 FRENCH ROAD KITCHENER COMPLEX 06-151 Singapore 200808,151,200808,,,,,65 8066 4102,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",CITI BEAUTY PTE. LTD.,CITI BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,22-02-2016,201604434K,96022,20233,,,,https://citibeauty.com.sg/,SME,https://www.facebook.com/citibeautysg/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,442 CLEMENTI AVENUE 3,,,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA 03-10 Singapore 588176,101,120442,,,,,65 6872 0313,citibeauty@yahoo.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",FLIRT & FLUTTER SG,FLIRT & FLUTTER,,TeleSales,Hazim,Offline Sources,Web Scrapping,25-06-2020,53415755J,96029,0,,,,,SME,,https://www.instagram.com/flirtnfluttersg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,80 WEST COAST ROAD,,,313 PASIR PANJANG ROAD THE ESTIVA 02-04 Singapore 117482,16,126816,,,,,65 9089 9683,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LE KANG HEALTH CARE,LE KANG HEALTH CARE,,TeleSales,Hazim,Offline Sources,Web Scrapping,20-08-2019,53402089E,96024,96022,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,57 MARINE TERRACE,,,57 MARINE TERRACE MARINE TERRACE HAVEN 01-123 Singapore 440057,123,440057,,,,,65 6721 9611,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SALLY NAIL & SPA,SALLY NAIL & SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,10-05-2022,53450273C,96023,0,,,,,SME,,https://www.instagram.com/sally_nails_spa/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,271 BUKIT BATOK EAST AVENUE 4,,,271 BUKIT BATOK EAST AVENUE 4 01-152 Singapore 650271,152,650271,,,,,65 9786 8947,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",VAINPOTS STUDIO PTE. LTD.,VAINPOTS STUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,01-10-2024,202440305N,96029,0,,,,,Startbud,https://www.facebook.com/sgvainpot,https://www.instagram.com/vainpot_sg,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,323 BUKIT BATOK STREET 33,,,323 BUKIT BATOK STREET 33 01-108 Singapore 650323,108,650323,,,,,65 8068 0083,vainpotsstudio@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",JIA LE BEAUTY SALONS PTE. LTD.,JIA LE BEAUTY SALONS,,TeleSales,Hazim,Offline Sources,Web Scrapping,01-10-2017,201728016N,96022,86202,,,,,SME,https://www.facebook.com/Jialebeauty/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,3 ANG MO KIO STREET 62,,,3 ANG MO KIO STREET 62 LINK@AMK 08-02 Singapore 569139,02,569139,,,,,65 6457 3766,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",TT_BLINK_,TT_BLINK_,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-11-2023,53476843A,96022,47721,,,,https://www.ttblink.com/,Startbud,,https://www.instagram.com/tt_blink_/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,141 POTONG PASIR AVENUE 3,,,141 POTONG PASIR AVENUE 3 02-216 Singapore 350141,216,350141,,,,,65 8444 6635,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SIS HAIR IMAGE SALON,SIS HAIR IMAGE SALON,,TeleSales,Hazim,Offline Sources,Web Scrapping,04-03-2016,53330702C,96022,96022,,,,https://newshareweb.com/sishairimage,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,506 TAMPINES CENTRAL 1,,,506 TAMPINES CENTRAL 1 S11 COURT 01-361 Singapore 520506,361,520506,,,,,65 9755 6265,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAIL LAB 11,NAIL LAB 11,,TeleSales,Hazim,Offline Sources,Web Scrapping,16-08-2021,53438305W,96023,96022,,,,http://naillab11.com/?utm_source=gmb&utm_medium=referral,SME,https://www.facebook.com/naillab11,https://www.instagram.com/naillab11,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,1 TANJONG PAGAR PLAZA,,,1 TANJONG PAGAR PLAZA 01-05 Singapore 082001,05,82001,,,,,65 8952 9962,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",M+A LASH & BEAUTY STUDIO,M+A LASH & BEAUTY STUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-03-2023,53464932K,96022,96029,,,,,Startbud,,https://instagram.com/ma_lashbeautystudio?igshid=NTc4MTIwNjQ2YQ==,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,449B BUKIT BATOK WEST AVENUE 9,,,449B BUKIT BATOK WEST AVENUE 9 WEST VALLEY @ BUKIT BATOK 19-94 Singapore 652449,94,652449,,,,,65 9829 9713,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",J&S SPA,J&S SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,27-03-2020,53411289K,96024,46594,,,,,SME,https://www.facebook.com/p/JS-Spa-100063239078335/,https://www.instagram.com/jsspasg/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,226A ANG MO KIO AVENUE 1,,,226A ANG MO KIO AVENUE 1 KEBUN BARU MALL 01-623 Singapore 561226,623,561226,,,,,65 8796 0888,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAILFLEX PTE. LTD.,NAILFLEX,,TeleSales,Hazim,Offline Sources,Web Scrapping,01-08-2016,201620941N,96024,96023,,,,,SME,,https://www.instagram.com/nailflex88/?hl=en,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,183 JALAN PELIKAT,,,183 JALAN PELIKAT THE PROMENADE@PELIKAT 01-55 Singapore 537643,55,537643,,,,,65 9869 1934,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SHANESH'S BELLEZA,SHANESHS BELLEZA,,TeleSales,Hazim,Offline Sources,Web Scrapping,06-10-2022,53457223E,96022,0,,,,,SME,https://m.facebook.com/100089450997201,https://www.instagram.com/shaneshbellezas/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,224B SUMANG LANE,,,224B SUMANG LANE MATILDA EDGE 07-119 Singapore 822224,119,822224,,,,,65 8822 8166,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",PINK NAIL GROUP PTE. LTD.,PINK NAIL,,TeleSales,Hazim,Offline Sources,Web Scrapping,09-11-2024,202446109G,96023,96021,,,,http://www.the-pinkroom.edu.sg/,Startbud,https://www.facebook.com/PinkRoomNailAcademy/,https://www.instagram.com/pinkroomnailacademy/,https://sg.linkedin.com/company/pinkroomnailacademy,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,184 WESTWOOD AVENUE,,,184 WESTWOOD AVENUE WESTWOOD RESIDENCES 08-11 Singapore 648147,11,648147,,,,,65 6220 1592,pinknailsgroupholdings@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SLIM BLISS PTE. LTD.,SLIM BLISS,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-05-2024,202420679N,96022,0,,,,,Startbud,https://www.facebook.com/p/Slim-Bliss-100092655682904/,https://www.instagram.com/slimbliss.slimming/p/DF2wGFZyif9/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,10 ANSON ROAD,,,10 ANSON ROAD INTERNATIONAL PLAZA 03-47 Singapore 079903,47,79903,,,,,65 8895 5986,hey.slimbliss@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",V BY VERONICA NG,V BY VERONICA NG,,TeleSales,Hazim,Offline Sources,Web Scrapping,25-01-2021,53428010B,96022,0,,,,https://kimage.com.sg/school,SME,https://www.facebook.com/VbyVeronicaNg/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,405A FERNVALE LANE,,,405A FERNVALE LANE FERN SPRING 10-117 Singapore 791405,117,791405,,,,,65 9842 7171,vbyveronicang@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LUMIERA CS PTE. LTD.,LUMIERA CS,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-03-2025,202513045Z,96023,96022,,,,http://www.lumiereinternational.com/,Startbud,https://www.facebook.com/lumiereinternationalofficialpage,https://www.instagram.com/lumiereinternationaloffical/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,73 UPPER PAYA LEBAR ROAD,,,81 UBI AVENUE 4 UB. ONE 03-05 Singapore 408830,03,534818,,,,,65 9745 1072,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LAVENDER NAILS,LAVENDER NAILS,,TeleSales,Hazim,Offline Sources,Web Scrapping,24-04-2019,53397005M,96023,96021,,,,,SME,https://www.facebook.com/lavendernailsbugis/,https://www.instagram.com/explore/locations/103517708838239/lavender-nails-singapore/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,3 NEW BUGIS STREET,,,3 NEW BUGIS STREET 03-85 Singapore 188867,85,188867,,,,,65 9005 9060,yihongsingapore@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",FARFALLA AESTHETICS PTE. LTD.,FARFALLA AESTHETICS,,TeleSales,Hazim,Offline Sources,Web Scrapping,17-11-2023,202345430K,96022,96021,,,,,Startbud,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,150 BEDOK RESERVOIR ROAD,,,150 BEDOK RESERVOIR ROAD EUNOS SPRING 01-1731 Singapore 470150,1731,470150,,,,,65 8085 7830,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",FU ZE TANG TCM,FU ZE TANG TCM,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-10-2023,53475505D,96029,96024,,,,https://www.mycareersfuture.gov.sg/job/personal-care/supervisor-fu-ze-tang-tcm-1cbeeffc9a1850a5d96eb5e508db2b5a,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,297 CHANGI ROAD,,,297 CHANGI ROAD Singapore 419775,,419775,,,,,65 8546 2658,where2massagesg@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NATURAL HEALING THERAPY,NATURAL HEALING THERAPY,,TeleSales,Hazim,Offline Sources,Web Scrapping,12-04-2021,53432098L,96024,47214,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,157 MEI LING STREET,,,157 MEI LING STREET MEI LING HEIGHTS 01-60 Singapore 140157,60,140157,,,,,65 9479 8783,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",A&J BEAUTY NAIL PTE. LTD.,A&J BEAUTY NAIL,,TeleSales,Hazim,Offline Sources,Web Scrapping,21-05-2018,201817319Z,96023,46900,,,,,SME,https://www.facebook.com/ajbeautynails18/,https://instagram.com/ajbeautynails18,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,50 EAST COAST ROAD,,,50 EAST COAST ROAD ROXY SQUARE 02-12 Singapore 428769,12,428769,,,,,65 9189 1676,ajbeautynails18@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",KY CONCEPT PTE. LTD.,KY CONCEPT,,TeleSales,Hazim,Offline Sources,Web Scrapping,31-12-2024,202452143E,96023,0,,,,https://keyconcept.com.sg/,Startbud,https://www.facebook.com/keyconceptsg/,https://www.instagram.com/keyconceptsg/,https://sg.linkedin.com/company/keyconceptsg,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,311 BUKIT BATOK STREET 32,,,311 BUKIT BATOK STREET 32 02-17 Singapore 650311,17,650311,,,,,65 9018 0264,enquiries@keyconcept.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",XIU SHENG TANG,XIU SHENG TANG,,TeleSales,Hazim,Offline Sources,Web Scrapping,11-10-2022,53457478E,96024,0,,,,,SME,https://www.facebook.com/xiushengtang,https://www.instagram.com/xiushengtangmassage,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,865 MOUNTBATTEN ROAD,,,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE B1-19 Singapore 437844,19,437844,,,,,65 9379 6936,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",THE NAILS SPA PTE. LTD.,THE NAILS SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,10-07-2019,201922193G,96022,0,,,,,SME,https://www.facebook.com/thenailsspa8/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,793 WOODLANDS AVENUE 6,,,8 KIM TIAN ROAD KAI FOOK MANSION 04-677 Singapore 169247,677,730793,,,,,65 6970 9708,thenailsspa8@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",QIAN RUI PTE. LTD.,QIAN RUI,,TeleSales,Hazim,Offline Sources,Web Scrapping,02-05-2023,202316886Z,96029,96024,,,,https://where2massage.com/,Startbud,https://www.facebook.com/where2massage,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,531 UPPER CROSS STREET,,,531 UPPER CROSS STREET HONG LIM COMPLEX 01-02 Singapore 050531,02,50531,,,,,65 8371 7837,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ACES WELLNESS BEAUTY CENTER,ACES WELLNESS BEAUTY CENTER,,TeleSales,Hazim,Offline Sources,Web Scrapping,13-03-2024,53482510M,96022,0,,,,https://www.mycareersfuture.gov.sg/job/customer-service/beautician-aces-wellness-beauty-center-8931c2327599fa6dde5a3df9ceb4b13a,Startbud,https://www.facebook.com/profile.php?id=61560487290166&mibextid=LQQJ4d,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,304 UBI AVENUE 1,,,304 UBI AVENUE 1 01-113 Singapore 400304,113,400304,,,,,65 6322 3969,johnny_ongnl@yahoo.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SUNSHINE RELAX SPA PTE. LTD.,SUNSHINE RELAX SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,29-08-2022,202230355M,96029,96022,,,,https://www.mycareersfuture.gov.sg/job/sales/sales-supervisor-sunshine-relax-spa-08b9510959507b9d38b7f992015c6105,SME,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,150 ORCHARD ROAD,,,150 ORCHARD ROAD ORCHARD PLAZA 03-39 Singapore 238841,39,238841,,,,,65 8709 7061,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LQ SPA,LQ SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,08-12-2017,53374564X,96024,96022,,,,https://www.mycareersfuture.gov.sg/job/personal-care/supervisor-lq-spa-f32ee72d402887d23563f6aedaa04f05,SME,https://www.facebook.com/p/LQ-Spa-100072002771200/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,41 HOLLAND DRIVE,,,41 HOLLAND DRIVE 01-25 Singapore 270041,25,270041,,,,,65 6970 5177,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",D'BEAUTY ZONE PTE. LTD.,DBEAUTY ZONE,,TeleSales,Hazim,Offline Sources,Web Scrapping,02-11-2018,201837548M,96029,96022,,,,https://api.whatsapp.com/send?phone=6583679853,SME,https://www.facebook.com/dbeautyzone.singapore/,https://www.instagram.com/dbeautyzone.sg/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,1 TANJONG PAGAR PLAZA,,,1 TANJONG PAGAR PLAZA 02-29 Singapore 082001,29,82001,,,,,65 8367 9853,beautyzone.yvonne@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",WORLD NAIL AND SPA PTE. LTD.,WORLD NAIL AND SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,25-06-2021,202122309D,96023,96029,,,,,SME,https://www.facebook.com/profile.php?id=100070314786658&mibextid=LQQJ4d,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,34 JALAN BUKIT HO SWEE,,,34 JALAN BUKIT HO SWEE THE BEO CRESCENT 01-854 Singapore 160034,854,160034,,,,,65 9018 6849,worldnailsmiki@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAIL BOULEVARD PTE. LTD.,NAIL BOULEVARD,,TeleSales,Hazim,Offline Sources,Web Scrapping,07-03-2018,201807985N,96023,0,,,,,SME,https://www.facebook.com/nailboulevard88/,https://www.instagram.com/nail_boulevardsg/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,231 BAIN STREET,,,231 BAIN STREET BRAS BASAH COMPLEX 01-71A Singapore 180231,71A,180231,,,,,65 9245 3044,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAILS OF RAINBOW,NAILS OF RAINBOW,,TeleSales,Hazim,Offline Sources,Web Scrapping,10-09-2019,53403095E,96023,0,,,,,SME,,https://www.instagram.com/nails_of_rainbow/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,14 SCOTTS ROAD,,,14 SCOTTS ROAD FAR EAST PLAZA 04-42 Singapore 228213,42,228213,,,,,65 8950 3547,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",HARVEST STARZ PTE.,HARVEST STARZ,,TeleSales,Hazim,Offline Sources,Web Scrapping,28-10-2024,202444348D,96022,62021,,,,https://harveststarsbeauty.com/,Startbud,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,372 HOUGANG STREET 31,,,372 HOUGANG STREET 31 12-47 Singapore 530372,47,530372,,,,,65 9192 1660,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",BERNICE BROW ARTISTRY,BERNICE BROW ARTISTRY,,TeleSales,Hazim,Offline Sources,Web Scrapping,20-02-2018,53377634A,96029,0,,,,https://berniceb.sg/,SME,https://www.facebook.com/bernicebrowartistry/,https://instagram.com/bernicebrowartistry,https://sg.linkedin.com/in/wong-bernice,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,7500A BEACH ROAD,,,7500A BEACH ROAD THE PLAZA 14-303 Singapore 199591,303,199591,,,,,65 9819 2188,bernicebrowart@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",THE BEAUTY PALACE (AMK) PTE. LTD.,THE BEAUTY PALACE AMK,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-03-2021,202110256H,96022,96023,,,,,SME,,https://www.instagram.com/beautypalace.sg/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,85 DEFU LANE 10,,,53 ANG MO KIO AVENUE 3 AMK HUB B1-31 Singapore 569933,00,539218,,,,,65 6286 2831,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",J AESTHETIC PTE. LTD.,J AESTHETIC,,TeleSales,Hazim,Offline Sources,Web Scrapping,18-04-2024,202415485W,96029,0,,,,https://www.mycareersfuture.gov.sg/job/admin/beautician-nice-2-meet-nails-91517d774070563347f19c97d8375211,Startbud,https://www.facebook.com/profile.php?id=61560486081369,https://www.instagram.com/nice2meetnailssg,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,120 LOWER DELTA ROAD,,,120 LOWER DELTA ROAD CENDEX CENTRE 10-09 Singapore 169208,09,169208,,,,,65 8100 6684,nice2meetnails@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SUNHOPE HEALTH SLIMMING BEAUTY,SUNHOPE HEALTH SLIMMING BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,14-10-2016,53348246A,96022,0,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,133 PASIR RIS GROVE,,,133 PASIR RIS GROVE D'NEST 09-19 Singapore 518131,19,518131,,,,,65 8135 4843,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
